Pair,Cosine Similarity (Mean),Pearson Correlation (Mean),Normalized Cross-Correlation (Mean),Lag at Max NCC (Y),Lag at Max NCC (Z)
a2c_naturecnn_multi_rgb_RainandFog_positions.csv vs ppo_naturecnn_multi_rgb_RainandFog_positions.csv,0.8867,0.4804,0.589,0,188
