Episode,StartPos,X,Y,Z
1,20,20.39617919921875,-0.5013601183891296,0.9032326936721802
1,20,20.777055740356445,-0.4128648340702057,0.9314072132110596
1,20,21.157081604003906,-0.1642489731311798,0.9765762090682983
1,20,21.52630043029785,0.09511390328407288,1.0817899703979492
1,20,21.90648078918457,0.4014464020729065,1.0445280075073242
1,20,22.27345848083496,0.2584228515625,1.3017988204956055
1,20,22.62557029724121,0.18128260970115662,1.4694126844406128
1,20,22.74102210998535,0.036381080746650696,1.5602872371673584
2,20,20.404354095458984,0.23190736770629883,0.050270192325115204
2,20,20.771100997924805,0.24105961620807648,0.1696549355983734
2,20,21.130470275878906,0.2350461483001709,0.14799240231513977
2,20,21.49791717529297,0.5022097826004028,0.12069863826036453
2,20,21.867319107055664,0.37948858737945557,0.2370322197675705
2,20,22.219955444335938,0.6357586979866028,0.274793803691864
2,20,22.603710174560547,0.4367334246635437,-0.15836960077285767
2,20,22.96257209777832,0.4991997480392456,-0.17589637637138367
2,20,23.36378288269043,0.5167238116264343,0.1807619035243988
2,20,23.720401763916016,0.459029883146286,0.25906866788864136
2,20,24.074176788330078,0.46438589692115784,0.3528076112270355
2,20,24.47252655029297,0.4030981659889221,0.5607744455337524
2,20,24.826541900634766,0.4173784852027893,0.6256695985794067
2,20,25.189199447631836,0.4294534921646118,0.6323716640472412
2,20,25.5275821685791,0.3749151825904846,0.9781336188316345
2,20,25.92241859436035,0.6346435546875,0.818608283996582
2,20,26.27507972717285,0.6534819006919861,0.860717236995697
2,20,26.633258819580078,0.4994800388813019,0.8959861397743225
2,20,26.92734146118164,0.4016543924808502,0.961197018623352
3,20,20.396533966064453,-0.3252134621143341,0.3663250505924225
3,20,20.760099411010742,-0.19580020010471344,0.4495103359222412
3,20,21.12803840637207,-0.017322950065135956,0.3550354540348053
3,20,21.47730255126953,0.3850690722465515,0.3138774633407593
3,20,21.835796356201172,0.7420065999031067,0.4161202013492584
3,20,22.2111759185791,0.8479783535003662,0.21722054481506348
3,20,22.562841415405273,1.0803732872009277,-0.028586935251951218
3,20,22.688295364379883,1.0676816701889038,-0.20669905841350555
4,20,20.40959358215332,1.0524479150772095,0.19610707461833954
4,20,20.767850875854492,1.0213860273361206,0.24304208159446716
4,20,21.14235496520996,0.8635938167572021,0.4598146080970764
4,20,21.512792587280273,1.0189220905303955,0.47899091243743896
4,20,21.88750648498535,0.9352445602416992,0.4568491280078888
4,20,22.25887680053711,0.9404510259628296,0.3395540416240692
4,20,22.63682746887207,0.8398768305778503,0.2716263234615326
4,20,22.992122650146484,0.7019163966178894,0.3492499589920044
4,20,23.35839080810547,0.8108505010604858,0.3548628091812134
4,20,23.719310760498047,0.9396741986274719,0.4346613883972168
4,20,24.106403350830078,0.9363308548927307,0.5771898031234741
4,20,24.48436164855957,0.5901707410812378,0.6827494502067566
4,20,24.888708114624023,0.529616117477417,1.0467313528060913
4,20,25.26982307434082,0.721148669719696,0.931717038154602
4,20,25.646968841552734,0.7341827154159546,0.23155577480793
4,20,26.00388526916504,0.6691680550575256,0.44733238220214844
4,20,26.37913703918457,0.4441603422164917,0.6536863446235657
4,20,26.7426700592041,0.019262179732322693,0.6363564133644104
5,20,20.392709732055664,0.5564247369766235,-0.37580373883247375
5,20,20.774452209472656,0.1201024204492569,-0.1836646944284439
5,20,21.157630920410156,0.09695916622877121,0.14712080359458923
5,20,21.51095962524414,0.45302364230155945,0.24576380848884583
5,20,21.875274658203125,0.5025976300239563,0.3843643069267273
5,20,22.236371994018555,0.7693111896514893,0.21454037725925446
5,20,22.63697052001953,1.1444735527038574,0.11894656717777252
5,20,22.74033546447754,1.279579520225525,-0.011398796923458576
6,20,20.39564323425293,-0.820266604423523,1.0875240564346313
6,20,20.77465057373047,-1.0199931859970093,0.9502630233764648
6,20,21.153629302978516,-0.8293511867523193,1.0937726497650146
6,20,21.53486442565918,-0.5409262776374817,0.9938221573829651
6,20,21.942026138305664,-0.5926010012626648,1.0921109914779663
6,20,22.3105411529541,-0.3868257701396942,1.2665761709213257
6,20,22.697580337524414,-0.3089739680290222,1.3828415870666504
6,20,22.7443790435791,-0.3245677947998047,1.4630085229873657
7,20,20.410076141357422,-0.35895925760269165,0.31614950299263
7,20,20.79300308227539,-0.2394241988658905,0.3881954252719879
7,20,21.171310424804688,-0.1293352246284485,0.40344947576522827
7,20,21.567346572875977,0.10815655440092087,0.39976873993873596
7,20,21.944320678710938,0.40245139598846436,0.2265480011701584
7,20,22.342714309692383,0.774323046207428,0.016772178933024406
7,20,22.715065002441406,1.0490721464157104,-0.11565466970205307
7,20,22.65241813659668,1.1833374500274658,-0.12692321836948395
8,20,20.38927459716797,-0.6532637476921082,0.9400161504745483
8,20,20.753068923950195,-0.552142322063446,0.8317687511444092
8,20,21.104833602905273,-0.32664644718170166,0.8667069673538208
8,20,21.49782371520996,-0.025022534653544426,1.0215559005737305
8,20,21.87572479248047,0.3950190544128418,1.130015254020691
8,20,22.226598739624023,0.8075064420700073,1.0152941942214966
8,20,22.6197452545166,0.5537252426147461,0.9869301319122314
8,20,22.74069595336914,0.3397263288497925,1.1492400169372559
9,20,20.394428253173828,0.500503659248352,-0.3635348379611969
9,20,20.7849063873291,0.5776123404502869,-0.12695129215717316
9,20,21.154823303222656,0.8891878128051758,-0.015772182494401932
9,20,21.50153923034668,0.8740853071212769,0.08001179248094559
9,20,21.859600067138672,0.635513186454773,-0.11300431936979294
9,20,22.223539352416992,0.46187496185302734,-0.2204212099313736
9,20,22.606096267700195,0.4879662096500397,-0.06413941830396652
9,20,22.973880767822266,0.8840129375457764,0.03391605243086815
9,20,23.381221771240234,0.9497500658035278,0.15665239095687866
9,20,23.736989974975586,0.8671679496765137,0.12124963849782944
9,20,24.12276268005371,0.8696129322052002,0.22504809498786926
9,20,24.477672576904297,0.9035142064094543,0.3326471745967865
9,20,24.849538803100586,0.879124104976654,0.5666995048522949
9,20,25.2114200592041,0.7690837979316711,0.6965460777282715
9,20,25.61569595336914,0.6560162901878357,0.81052565574646
9,20,25.9935302734375,0.6420596837997437,0.9700071215629578
9,20,26.38056182861328,0.5783218145370483,0.9894484281539917
9,20,26.755977630615234,0.43456095457077026,0.8287692666053772
9,20,26.860525131225586,0.4183867573738098,0.9688438773155212
10,20,20.39339828491211,0.27239543199539185,0.31455308198928833
10,20,20.771331787109375,0.44627073407173157,0.21943646669387817
10,20,21.075382232666016,0.5033343434333801,0.2800652086734772
10,20,21.48570442199707,0.45210593938827515,0.15126800537109375
10,20,21.93410301208496,0.5461195707321167,0.35724136233329773
10,20,22.28420066833496,0.6026787161827087,0.263517290353775
10,20,22.632108688354492,0.6452668905258179,0.08736491948366165
10,20,23.013525009155273,0.6925687789916992,0.16978612542152405
10,20,23.393388748168945,0.8248128890991211,0.2092769891023636
10,20,23.73782730102539,0.6116425395011902,0.39703360199928284
10,20,24.103973388671875,0.6256001591682434,0.4971890151500702
10,20,24.472326278686523,0.31710323691368103,0.5397062301635742
10,20,24.832704544067383,0.44268599152565,0.7337334156036377
10,20,25.203548431396484,0.5280778408050537,0.8216094970703125
10,20,25.584009170532227,0.39669695496559143,0.863139808177948
10,20,25.945804595947266,0.5020579695701599,0.9425351619720459
10,20,26.317941665649414,0.185557022690773,1.0337035655975342
10,20,26.716014862060547,0.09140675514936447,1.0596988201141357
10,20,26.744863510131836,0.13954398036003113,1.0351043939590454
11,20,20.396167755126953,-0.8532193303108215,0.03251044824719429
11,20,20.77943992614746,-0.7408971786499023,0.23503051698207855
11,20,21.169105529785156,-0.2815577983856201,0.2038419097661972
11,20,21.528297424316406,-0.025029335170984268,0.23106776177883148
11,20,21.90822410583496,0.23653830587863922,0.07415834069252014
11,20,22.265296936035156,0.7115784883499146,-0.010380725376307964
11,20,22.635257720947266,0.8399004936218262,-0.05726741626858711
11,20,22.848806381225586,0.8958591818809509,-0.2854614555835724
12,20,20.407503128051758,0.8317953944206238,0.4773451089859009
12,20,20.785634994506836,0.7231597900390625,0.5586668848991394
12,20,21.15754508972168,0.9636847376823425,0.41860947012901306
12,20,21.55327606201172,0.9676718711853027,0.29817327857017517
12,20,21.9102783203125,0.8183141946792603,0.18893550336360931
12,20,22.27239418029785,0.5821611285209656,0.11979953199625015
12,20,22.626691818237305,0.8000949025154114,0.06774502247571945
12,20,22.822683334350586,0.9241222143173218,0.10546614229679108
13,20,19.254009246826172,0.6500519514083862,1.1191071271896362
14,20,20.405475616455078,0.9977431297302246,-0.21509942412376404
14,20,20.790252685546875,1.151269555091858,0.10140161961317062
14,20,21.17729949951172,1.2366994619369507,0.27355849742889404
14,20,21.56765365600586,1.2847518920898438,0.2507057785987854
14,20,21.94137191772461,0.7756991386413574,0.3173501193523407
14,20,22.34041976928711,0.20448651909828186,0.38118934631347656
14,20,22.712650299072266,0.4831774830818176,0.3474048674106598
14,20,23.08195686340332,0.6607092022895813,0.3821575939655304
14,20,23.46401596069336,0.7838190197944641,0.29804128408432007
14,20,23.81118392944336,0.6216118931770325,0.16162581741809845
14,20,24.19694709777832,0.6258381605148315,0.3033490478992462
14,20,24.580717086791992,0.5546121597290039,0.41206130385398865
14,20,24.93405532836914,0.3960264027118683,0.6048762202262878
14,20,25.338546752929688,0.5262854099273682,0.816475510597229
14,20,25.708784103393555,0.632223904132843,0.931178092956543
14,20,26.070064544677734,0.5955031514167786,0.9693433046340942
14,20,26.457496643066406,0.5570563673973083,0.8580756783485413
14,20,26.75554847717285,0.3518298268318176,0.9773904085159302
15,20,20.390789031982422,-0.015575909055769444,0.9214729070663452
15,20,20.762990951538086,0.14726519584655762,1.1560109853744507
15,20,21.15565299987793,0.25385770201683044,1.0223997831344604
15,20,21.529680252075195,0.3990766704082489,1.014710783958435
15,20,21.911733627319336,0.1951446235179901,0.861762523651123
15,20,22.30254554748535,0.4442685544490814,1.0413545370101929
15,20,22.69869041442871,0.4650798439979553,0.9522630572319031
